0.0000000000000000e+00 2.0300490881513760e+01 0.0000000000000000e+00 -4.1590073437786426e-04 4.8761362667476273e+00
6.9828162018037399e-01 2.0300220462126724e+01 7.6700533287506504e-03 -4.1591680162827072e-04 4.8761092529310233e+00
1.3965632403607480e+00 2.0299950033113291e+01 1.5340251952350177e-02 -4.1593285684448625e-04 4.8760822379361253e+00
2.0948448605411221e+00 2.0299679593103846e+01 2.3010616657676126e-02 -4.1594889852173057e-04 4.8760552215943296e+00
2.7931264807214959e+00 2.0299409142782253e+01 3.0681137266479291e-02 -4.1596492777067734e-04 4.8760282039881417e+00
3.4914081009018698e+00 2.0299138682507998e+01 3.8351808494297854e-02 -4.1598094519109795e-04 4.8760011851603950e+00
4.1896897210822441e+00 2.0298868212266132e+01 4.6022630705665674e-02 -4.1599695079301899e-04 4.8759741651081248e+00
4.8879713412626176e+00 2.0298597732020912e+01 5.3693604579000187e-02 -4.1601294455369806e-04 4.8759471438258206e+00
5.5862529614429919e+00 2.0298327241736587e+01 6.1364730792718855e-02 -4.1602892645039284e-04 4.8759201213079759e+00
6.2845345816233662e+00 2.0298056741377408e+01 6.9036010025239111e-02 -4.1604489646036104e-04 4.8758930975490795e+00
6.9828162018037396e+00 2.0297786230908269e+01 7.6707442944954324e-02 -4.1606085456217959e-04 4.8758660725437046e+00
7.6810978219841139e+00 2.0297515710313704e+01 8.4379029913372816e-02 -4.1607680077481465e-04 4.8758390462889052e+00
8.3793794421644883e+00 2.0297245179601067e+01 9.2050770935559856e-02 -4.1609273516414377e-04 4.8758120187846208e+00
9.0776610623448626e+00 2.0296974638778995e+01 9.9722665996575421e-02 -4.1610865779867756e-04 4.8757849900309518e+00
9.7759426825252351e+00 2.0296704087856117e+01 1.0739471508147946e-01 -4.1612456874692643e-04 4.8757579600279985e+00
1.0474224302705609e+01 2.0296433526841074e+01 1.1506691817533202e-01 -4.1614046807740096e-04 4.8757309287758606e+00
1.1172505922885984e+01 2.0296162955742496e+01 1.2273927526319302e-01 -4.1615635585861167e-04 4.8757038962746400e+00
1.1870787543066358e+01 2.0295892374569018e+01 1.3041178633012246e-01 -4.1617223215906907e-04 4.8756768625244371e+00
1.2569069163246732e+01 2.0295621783329274e+01 1.3808445136118030e-01 -4.1618809704728368e-04 4.8756498275253515e+00
1.3267350783427105e+01 2.0295351182031897e+01 1.4575727034142655e-01 -4.1620395059176603e-04 4.8756227912774843e+00
1.3965632403607479e+01 2.0295080570685528e+01 1.5343024325592117e-01 -4.1621979286102662e-04 4.8755957537809360e+00
1.4663914023787854e+01 2.0294809949298791e+01 1.6110337008972414e-01 -4.1623562392357599e-04 4.8755687150358069e+00
1.5362195643968228e+01 2.0294539317880325e+01 1.6877665082789539e-01 -4.1625144384792464e-04 4.8755416750421974e+00
1.6060477264148602e+01 2.0294268676438765e+01 1.7645008545549498e-01 -4.1626725270258309e-04 4.8755146338002087e+00
1.6758758884328977e+01 2.0293998024982745e+01 1.8412367395758283e-01 -4.1628305055606187e-04 4.8754875913099402e+00
1.7457040504509351e+01 2.0293727363520901e+01 1.9179741631921893e-01 -4.1629883747687149e-04 4.8754605475714943e+00
1.8155322124689725e+01 2.0293456692061863e+01 1.9947131252546324e-01 -4.1631461353352247e-04 4.8754335025849693e+00
1.8853603744870096e+01 2.0293186010614267e+01 2.0714536256137578e-01 -4.1633037879452533e-04 4.8754064563504675e+00
1.9551885365050470e+01 2.0292915319186747e+01 2.1481956641201649e-01 -4.1634613332839065e-04 4.8753794088680884e+00
2.0250166985230845e+01 2.0292644617787936e+01 2.2249392406244539e-01 -4.1636187720362882e-04 4.8753523601379332e+00
2.0948448605411219e+01 2.0292373906426469e+01 2.3016843549774210e-01 -4.1637761048876387e-04 4.8753253101601013e+00
2.1646730225591593e+01 2.0292103185110463e+01 2.3784310071021408e-01 -4.1639333325723380e-04 4.8752982589346487e+00
2.2345011845771968e+01 2.0291832453846752e+01 2.4551791971014086e-01 -4.1640904559469611e-04 4.8752712064615151e+00
2.3043293465952342e+01 2.0291561712641975e+01 2.5319289251054816e-01 -4.1642474758867525e-04 4.8752441527406249e+00
2.3741575086132716e+01 2.0291290961502767e+01 2.6086801912446173e-01 -4.1644043932669581e-04 4.8752170977719018e+00
2.4439856706313090e+01 2.0291020200435771e+01 2.6854329956490730e-01 -4.1645612089628240e-04 4.8751900415552702e+00
2.5138138326493465e+01 2.0290749429447622e+01 2.7621873384491058e-01 -4.1647179238495948e-04 4.8751629840906521e+00
2.5836419946673839e+01 2.0290478648544962e+01 2.8389432197749737e-01 -4.1648745388025163e-04 4.8751359253779727e+00
2.6534701566854210e+01 2.0290207857734426e+01 2.9157006397569329e-01 -4.1650310546968342e-04 4.8751088654171548e+00
