0.0000000000000000e+00 2.4703282292062327e-323 1.0610919868329119e-07 1.0612589092761960e-07
1.7457040504509350e-01 0.0000000000000000e+00 1.0611094994084511e-07 1.0612764500091275e-07
2.6185560756764026e-01 0.0000000000000000e+00 1.0611182559150384e-07 1.0612852206598746e-07
6.4456764939726829e-01 0.0000000000000000e+00 1.0611566500391117e-07 1.0613236746032896e-07
6.9828162018037399e-01 0.0000000000000000e+00 1.0611620393894504e-07 1.0613290728211071e-07
3.4914081009018699e-01 0.0000000000000000e+00 1.0611270120748643e-07 1.0612939902468532e-07
6.9828162018037399e-01 0.0000000000000000e+00 1.0611620391711640e-07 1.0613290726599591e-07
1.1443028433655305e+00 0.0000000000000000e+00 1.0612067883421084e-07 1.0613738928473105e-07
1.3673134549581087e+00 0.0000000000000000e+00 1.0612291648801254e-07 1.0613963048099482e-07
2.3451292134794133e+00 0.0000000000000000e+00 1.0613272845148333e-07 1.0614945783877284e-07
2.4823665129209997e+00 0.0000000000000000e+00 1.0613410570587080e-07 1.0615083728735553e-07
1.5903240665506868e+00 0.0000000000000000e+00 1.0612515412432653e-07 1.0614187155375449e-07
2.4823665129209997e+00 0.0000000000000000e+00 1.0613410570606054e-07 1.0615083729467822e-07
3.5302020182879463e+00 0.0000000000000000e+00 1.0614462204755205e-07 1.0616137007165312e-07
4.0541197709714192e+00 0.0000000000000000e+00 1.0614988131963230e-07 1.0616663751049050e-07
6.3512976096604943e+00 0.0000000000000000e+00 1.0617294539771399e-07 1.0618973722386971e-07
6.6737085343887852e+00 0.0000000000000000e+00 1.0617618317525409e-07 1.0619297996076801e-07
4.5780375236548920e+00 0.0000000000000000e+00 1.0615514077583607e-07 1.0617190517255498e-07
6.6737085343887852e+00 0.0000000000000000e+00 1.0617618314129697e-07 1.0619297990845429e-07
1.0214172545130916e+01 0.0000000000000000e+00 1.0621174597748976e-07 1.0622859619479051e-07
1.1984404550501981e+01 0.0000000000000000e+00 1.0622953993884051e-07 1.0624641606108273e-07
1.9746191035590499e+01 0.0000000000000000e+00 1.0630760697421673e-07 1.0632458923109894e-07
2.0835564577357307e+01 0.0000000000000000e+00 1.0631857149211461e-07 1.0633556756376481e-07
1.3754636555873045e+01 0.0000000000000000e+00 1.0624733608098170e-07 1.0626423761508996e-07
2.0835564577357307e+01 0.0000000000000000e+00 1.0631857207823617e-07 1.0633556810977910e-07
2.7461686585244991e+01 0.0000000000000000e+00 1.0638529716608412e-07 1.0640236937455562e-07
3.0774747589188831e+01 0.0000000000000000e+00 1.0641870336058451e-07 1.0643580837682339e-07
4.5301245837250292e+01 0.0000000000000000e+00 1.0656534161957622e-07 1.0658254399862547e-07
4.7340052608908039e+01 0.0000000000000000e+00 1.0658594849521633e-07 1.0660315815969975e-07
3.4087808593132671e+01 0.0000000000000000e+00 1.0645211753024151e-07 1.0646925164741531e-07
4.7340052608908039e+01 0.0000000000000000e+00 1.0658595198894693e-07 1.0660316165712642e-07
6.3441275676923325e+01 0.0000000000000000e+00 1.0674888753479389e-07 1.0676610090831068e-07
7.1491887210930969e+01 0.0000000000000000e+00 1.0683061017392514e-07 1.0684779307927414e-07
1.0679072239850295e+02 0.0000000000000000e+00 1.0718989885620639e-07 1.0720683555306597e-07
1.1174494488096919e+02 0.0000000000000000e+00 1.0724045983047139e-07 1.0725736510737837e-07
7.9542498744938612e+01 0.0000000000000000e+00 1.0691238084356965e-07 1.0692951759699236e-07
1.1174494488096919e+02 0.0000000000000000e+00 1.0724051436629025e-07 1.0725742024045961e-07
1.2784616794898447e+02 0.0000000000000000e+00 1.0740516756742386e-07 1.0742201183994314e-07
1.3589677948299212e+02 0.0000000000000000e+00 1.0748774868851379e-07 1.0750459062106206e-07
1.7119561467056411e+02 0.0000000000000000e+00 1.0785084994981791e-07 1.0786791970624384e-07
1.7614983715303032e+02 0.0000000000000000e+00 1.0790196967676523e-07 1.0791909345660731e-07
1.4394739101699975e+02 0.0000000000000000e+00 1.0757037179760619e-07 1.0758723309222743e-07
1.7614983715303032e+02 0.0000000000000000e+00 1.0790198638772566e-07 1.0791911039849422e-07
1.9245551658342626e+02 0.0000000000000000e+00 1.0807050344222883e-07 1.0808781178833516e-07
2.0060835629862424e+02 0.0000000000000000e+00 1.0815503421166539e-07 1.0817242568333773e-07
2.3635542274218460e+02 0.0000000000000000e+00 1.0852677081260084e-07 1.0854429628711223e-07
2.4137255487461414e+02 0.0000000000000000e+00 1.0857913867897501e-07 1.0859664335017690e-07
2.0876119601382223e+02 0.0000000000000000e+00 1.0823959979638990e-07 1.0825706005572666e-07
2.4137255487461414e+02 0.0000000000000000e+00 1.0857911060183144e-07 1.0859661494454926e-07
2.5767823430501011e+02 0.0000000000000000e+00 1.0874949454338418e-07 1.0876686520945511e-07
2.6583107402020806e+02 0.0000000000000000e+00 1.0883498090959040e-07 1.0885225364066128e-07
3.0157814046376842e+02 0.0000000000000000e+00 1.0921096104805076e-07 1.0922774158198004e-07
3.0659527259619796e+02 0.0000000000000000e+00 1.0926395265507439e-07 1.0928067727984182e-07
2.7398391373540602e+02 0.0000000000000000e+00 1.0892049419958175e-07 1.0893765577244044e-07
3.0659527259619796e+02 0.0000000000000000e+00 1.0926389132918294e-07 1.0928061538610939e-07
3.2290095202659393e+02 0.0000000000000000e+00 1.0943624446952307e-07 1.0945284297833758e-07
3.3105379174179188e+02 0.0000000000000000e+00 1.0952274162922046e-07 1.0953931543325857e-07
3.6680085818535224e+02 0.0000000000000000e+00 1.0990318805232110e-07 1.0991993922713396e-07
3.7181799031778178e+02 0.0000000000000000e+00 1.0995682447758098e-07 1.0997362582032243e-07
3.3920663145698984e+02 0.0000000000000000e+00 1.0960926321249328e-07 1.0962583912421208e-07
3.7181799031778178e+02 0.0000000000000000e+00 1.0995674963162278e-07 1.0997355027800181e-07
3.8877211004751132e+02 0.0000000000000000e+00 1.1013811972782550e-07 1.1015509314871613e-07
3.9724916991237603e+02 0.0000000000000000e+00 1.1022917593873821e-07 1.1024622476974550e-07
4.3441781701216769e+02 0.0000000000000000e+00 1.1062972111507751e-07 1.1064685677086029e-07
4.3963446923669983e+02 0.0000000000000000e+00 1.1068619768383771e-07 1.1070330858223927e-07
4.0572622977724080e+02 0.0000000000000000e+00 1.1032025972461380e-07 1.1033736749968415e-07
4.3963446923669983e+02 0.0000000000000000e+00 1.1068613315973081e-07 1.1070324346678455e-07
4.6037062846475118e+02 0.0000000000000000e+00 1.1091086495179551e-07 1.1092780997808060e-07
4.7073870807877682e+02 0.0000000000000000e+00 1.1102380879809346e-07 1.1104065295555997e-07
5.1619874946335096e+02 0.0000000000000000e+00 1.1152093996042570e-07 1.1153759576109117e-07
5.2257910614890523e+02 0.0000000000000000e+00 1.1159107122759586e-07 1.1160776372057529e-07
4.8110678769280253e+02 0.0000000000000000e+00 1.1113680758828479e-07 1.1115355780986756e-07
5.2257910614890523e+02 0.0000000000000000e+00 1.1159104212137781e-07 1.1160773441193069e-07
5.4331526537695652e+02 0.0000000000000000e+00 1.1181933109556067e-07 1.1183625583681502e-07
5.5368334499098228e+02 0.0000000000000000e+00 1.1193404982843658e-07 1.1195114018432579e-07
5.9914338637555636e+02 0.0000000000000000e+00 1.1243888801851142e-07 1.1245668226815342e-07
6.0552374306111062e+02 0.0000000000000000e+00 1.1251002708028395e-07 1.1252787472501448e-07
5.6405142460500792e+02 0.0000000000000000e+00 1.1204885070634388e-07 1.1206612222234535e-07
6.0552374306111062e+02 0.0000000000000000e+00 1.1251012806356942e-07 1.1252797671623342e-07
